"date","difficulty","median_sec","vs_weekday"
"2026-02-02","Easy",302,-18
"2026-02-03","Very Easy",314,-43
"2026-02-04","Easy",539,-21
"2026-02-05","Hard",910,2
"2026-02-06","Average",928,-16
"2026-02-07","Hard",1371,7
"2026-02-08","Very Easy",1232,-33
"2026-02-09","Easy",290,-21
"2026-02-10","Easy",414,-21
"2026-02-11","Average",599,-14
"2026-02-12","Hard",1036,16
"2026-02-13","Average",1053,-3
"2026-02-14","Very Easy",700,-44
"2026-02-15","Average",1553,-12
"2026-02-16","Hard",417,12
"2026-02-17","Average",422,-16
"2026-02-18","Very Hard",852,21
"2026-02-19","Very Easy",595,-34
"2026-02-20","Easy",936,-17
"2026-02-21","Hard",1341,6
"2026-02-22","Average",1471,-16
"2026-02-23","Average",308,-15
"2026-02-24","Average",482,-2
"2026-02-25","Very Easy",480,-29
"2026-02-26","Very Hard",1106,21
"2026-02-27","Average",1037,-7
"2026-02-28","Very Easy",858,-30
"2026-03-01","Easy",1347,-24
"2026-03-02","Easy",283,-21
"2026-03-03","Easy",377,-23
"2026-03-04","Hard",757,15
"2026-03-05","Hard",989,5
"2026-03-06","Hard",1291,17
"2026-03-07","Very Hard",1859,52
"2026-03-08","Easy",1293,-23
"2026-03-09","Average",317,-9
"2026-03-10","Average",478,-1
"2026-03-11","Very Easy",480,-27
"2026-03-12","Easy",714,-22
"2026-03-13","Easy",941,-17
"2026-03-14","Average",1290,-1
"2026-03-15","Average",1602,-3
"2026-03-16","Very Hard",420,19
"2026-03-17","Average",441,-10
"2026-03-18","Hard",718,11
"2026-03-19","Easy",750,-19
"2026-03-20","Very Easy",738,-34
"2026-03-21","Very Easy",840,-34
"2026-03-22","Average",1512,-5
"2026-03-23","Easy",283,-22
"2026-03-24","Average",440,-3
"2026-03-25","Average",691,0
"2026-03-26","Easy",674,-24
"2026-03-27","Very Hard",1360,22
"2026-03-28","Hard",1436,13
"2026-03-29","Hard",1849,15
"2026-03-30","Hard",395,14
"2026-03-31","Average",463,0
"2026-04-01","Easy",494,-26
"2026-04-02","Average",863,-6
"2026-04-03","Very Easy",787,-27
"2026-04-04","Average",1234,-7
"2026-04-05","Average",1637,0
"2026-04-06","Hard",390,10
"2026-04-07","Average",411,-10
"2026-04-08","Hard",735,13
"2026-04-09","Average",807,-8
"2026-04-10","Average",954,-10
"2026-04-11","Hard",1356,6
"2026-04-12","Easy",1300,-19
"2026-04-13","Hard",381,5
"2026-04-14","Hard",500,12
"2026-04-15","Hard",724,9
"2026-04-16","Very Hard",1212,34
"2026-04-17","Easy",782,-25
"2026-04-18","Easy",1015,-22
"2026-04-19","Very Hard",2041,28
"2026-04-20","Average",342,-4
"2026-04-21","Average",457,1
"2026-04-22","Hard",715,4
"2026-04-23","Average",899,-2
"2026-04-24","Very Hard",1376,31
"2026-04-25","Hard",1387,8
"2026-04-26","Average",1389,-14
"2026-04-27","Average",332,-10
"2026-04-28","Average",468,-1
"2026-04-29","Average",664,-4
"2026-04-30","Average",923,-1
"2026-05-01","Very Easy",768,-28
"2026-05-02","Average",1200,-8
"2026-05-03","Very Hard",2057,25
"2026-05-04","Average",305,-16
"2026-05-05","Average",436,-7
"2026-05-06","Average",567,-16
"2026-05-07","Easy",747,-20
"2026-05-08","Very Hard",1573,47
"2026-05-09","Hard",1324,2
"2026-05-10","Hard",1810,8
"2026-05-11","Average",338,-6
"2026-05-12","Average",473,1
"2026-05-13","Average",568,-16
"2026-05-14","Very Hard",1178,28
"2026-05-15","Hard",1124,4
"2026-05-16","Very Hard",2146,58
"2026-05-17","Very Hard",2052,20
"2026-05-18","Easy",287,-20
"2026-05-19","Very Hard",566,17
"2026-05-20","Average",600,-9
"2026-05-21","Easy",740,-19
"2026-05-22","Easy",779,-27
"2026-05-23","Very Hard",1645,20
"2026-05-24","Easy",1420,-20
"2026-05-25","Easy",290,-18
"2026-05-26","Easy",396,-19
"2026-05-27","Easy",534,-19
"2026-05-28","Average",857,-7
"2026-05-29","Easy",894,-17
"2026-05-30","Easy",1175,-17
"2026-05-31","Average",1644,-7
"2026-06-01","Average",326,-6
"2026-06-02","Average",412,-15
"2026-06-03","Average",567,-12
"2026-06-04","Average",911,-3
"2026-06-05","Very Hard",1517,36
"2026-06-06","Hard",1535,6
"2026-06-07","Very Hard",2316,30
"2026-06-08","Hard",405,15
"2026-06-09","Hard",491,3
"2026-06-10","Very Hard",852,29
"2026-06-11","Very Easy",646,-30
"2026-06-12","Easy",869,-22
"2026-06-13","Easy",1185,-20
"2026-06-14","Very Hard",2337,27
"2026-06-15","Hard",371,6
"2026-06-16","Easy",376,-20
"2026-06-17","Very Hard",801,18
"2026-06-18","Average",756,-16
"2026-06-19","Very Hard",1324,20
"2026-06-20","Hard",1548,8
"2026-06-21","Average",1665,-10
"2026-06-22","Average",337,-3
"2026-06-23","Hard",545,17
"2026-06-24","Average",649,-5
"2026-06-25","Easy",716,-21
"2026-06-26","Very Easy",823,-28
"2026-06-27","Very Easy",854,-42
"2026-06-28","Easy",1443,-26
"2026-06-29","Hard",376,7
"2026-06-30","Average",478,0
"2026-07-01","Average",637,-8
"2026-07-02","Very Hard",1734,97
"2026-07-03","Hard",1226,7
"2026-07-04","Very Easy",906,-37
"2026-07-05","Easy",1420,-25
"2026-07-06","Average",344,-4
"2026-07-07","Easy",382,-21
"2026-07-08","Very Easy",420,-38
"2026-07-09","Very Hard",1384,38
"2026-07-10","Average",1029,-11
"2026-07-11","Easy",1069,-26
"2026-07-12","Easy",1421,-23
"2026-07-13","Hard",356,2
"2026-07-14","Easy",372,-21
"2026-07-15","Average",581,-12
"2026-07-16","Average",880,-13
"2026-07-17","Very Easy",833,-30
"2026-07-18","Average",1268,-11
"2026-07-19","Average",1791,-3
"2026-07-20","Average",342,-4
"2026-07-21","Average",446,-5
"2026-07-22","Very Hard",870,31
"2026-07-23","Hard",1097,7
"2026-07-24","Average",1140,0
"2026-07-25","Average",1284,-9
"2026-07-26","Easy",1447,-24
"2026-07-27","Easy",286,-21
"2026-07-28","Hard",497,5
"2026-07-29","Very Easy",444,-36
"2026-07-30","Average",946,-9
"2026-07-31","Easy",925,-17
"2026-08-01","Hard",1536,11
"2026-08-02","Average",1471,-16
"2026-08-03","Average",307,-15
"2026-08-04","Average",447,-5
"2026-08-05","Average",661,-4
"2026-08-06","Easy",881,-17
"2026-08-07","Easy",946,-17
"2026-08-08","Average",1200,-12
"2026-08-09","Hard",1889,6
"2026-08-10","Average",310,-14
"2026-08-11","Average",412,-12
"2026-08-12","Very Easy",480,-28
"2026-08-13","Easy",768,-26
"2026-08-14","Average",1025,-11
"2026-08-15","Average",1298,-2
"2026-08-16","Average",1663,-7
"2026-08-17","Average",294,-16
"2026-08-18","Average",405,-11
"2026-08-19","Very Easy",463,-31
"2026-08-20","Average",888,-12
"2026-08-21","Hard",1099,4
"2026-08-22","Average",1076,-16
"2026-08-23","Average",1454,-16
"2026-08-24","Average",352,0
"2026-08-25","Hard",496,9
"2026-08-26","Average",548,-13
"2026-08-27","Average",912,-14
"2026-08-28","Hard",1270,15
"2026-08-29","Average",1232,-3
"2026-08-30","Average",1518,-10
"2026-08-31","Average",299,-13
"2026-09-01","Hard",529,10
"2026-09-02","Very Hard",728,18
"2026-09-03","Average",869,-16
"2026-09-04","Very Hard",1511,39
"2026-09-05","Average",1238,-1
"2026-09-06","Hard",1744,6
"2026-09-07","Very Hard",465,35
"2026-09-08","Very Easy",271,-42
"2026-09-09","Average",607,-1
"2026-09-10","Hard",1232,15
"2026-09-11","Very Easy",785,-31
"2026-09-12","Easy",942,-24
"2026-09-13","Average",1588,-3
"2026-09-14","Easy",280,-20
"2026-09-15","Very Easy",296,-33
"2026-09-16","Hard",697,15
"2026-09-17","Very Easy",680,-32
"2026-09-18","Hard",1198,9
"2026-09-19","Average",956,-16
